track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url
Eternal Glow,Midnight Skies,2,2010,11,15,3113,84,413903160,4,147,145,165,,64,A#,Major,0,75,2,42,20,62,58,Not Found
Dreaming Awake,The Wanderers,3,2011,7,6,5920,72,486568723,25,152,116,139,,84,E,Major,0,98,39,67,15,60,85,Not Found
Through the Shadows,Blue Moon,3,2023,5,11,5621,12,785882184,144,199,58,156,,75,C#,Major,66,66,86,94,56,95,9,Not Found
Silent Echo,Mystic Tides,5,2020,12,23,6605,60,266843459,40,125,123,92,59.0,83,D,Major,27,96,26,28,42,81,54,Not Found
Crystal Clear,Crystal Sands,4,2018,6,19,2171,96,183676607,20,174,114,14,,60,B,Major,29,67,23,50,42,37,88,Not Found
Echoing Voices,Lunar Drift,1,2000,10,1,7917,137,377505059,14,188,3,102,101.0,115,F,Major,31,4,19,29,44,93,30,Not Found
Heartbeats in Silence,Golden Skies,4,2013,2,26,7950,66,377792457,115,19,42,88,119.0,183,E,Major,94,77,82,78,91,18,71,Not Found
Whispers of the Wind,Aurora,1,2007,9,5,7243,137,551785249,147,157,60,93,34.0,199,C#,Major,74,97,42,32,47,94,59,Not Found
Eternal Glow,Solar Glow,5,2023,5,14,5843,47,302792677,19,81,23,59,,98,G,Major,80,88,57,4,32,38,37,Not Found
Heartbeats in Silence,Lunar Drift,5,2011,3,21,7826,29,60976814,131,144,90,193,6.0,174,A#,Minor,2,6,15,70,57,34,83,Not Found
Golden Hour,Neon Hearts,1,2007,9,15,2097,57,780920589,128,26,94,13,12.0,144,A#,Major,86,18,30,27,40,99,95,Not Found
Chasing Dreams,Lunar Drift,2,2007,1,23,1461,148,456963283,2,29,80,108,137.0,86,G,Minor,22,56,20,66,16,77,78,Not Found
Crystal Clear,The Soundcasters,3,2018,12,5,7081,3,227489887,12,4,65,139,,118,C#,Major,14,60,22,14,84,77,69,Not Found
Sunset Boulevard,Velvet Echo,4,2022,2,5,6708,177,310244326,135,126,51,76,58.0,83,D,Minor,52,43,67,1,88,16,89,Not Found
Endless Journey,Mystic Tides,1,2002,6,5,7318,111,462475885,20,66,120,81,53.0,96,C#,Major,43,7,39,19,66,15,73,Not Found
Rhythms of the Night,The Shifters,3,2013,1,26,4340,27,216162498,52,160,72,73,,174,G,Minor,44,18,19,18,25,57,86,Not Found
Golden Hour,Aurora,1,2017,5,2,7257,189,367233588,44,98,137,136,123.0,143,F,Major,84,13,21,64,63,81,34,Not Found
Rhythms of the Night,The Wanderers,3,2006,1,10,4616,165,145787988,136,161,13,196,,180,D,Minor,10,34,65,87,97,68,1,Not Found
Golden Hour,Solar Glow,2,2006,6,13,978,55,393827739,38,102,141,92,8.0,100,E,Minor,53,27,46,0,72,39,79,Not Found
Neon Reflections,Crystal Sands,1,2018,5,1,2052,106,814564302,133,41,46,29,82.0,71,A,Minor,70,60,40,56,29,73,16,Not Found
Lost in the Stars,Aurora,5,2005,9,27,3271,171,271466935,54,13,94,130,,108,B,Major,23,24,93,15,48,14,26,Not Found
Crystal Clear,Velvet Echo,3,2014,2,5,1657,27,326056820,94,167,117,149,68.0,102,E,Major,37,13,70,20,24,57,36,Not Found
Into the Night,The Wildfires,3,2006,10,17,7735,84,557539115,25,105,139,192,,132,A#,Major,52,5,13,36,82,17,68,Not Found
Crystal Clear,Ocean Souls,1,2004,3,23,7909,153,386059056,51,166,145,125,20.0,173,C,Minor,14,35,15,68,40,99,92,Not Found
Eternal Glow,Ocean Souls,3,2017,3,6,1307,169,330882646,56,180,33,29,10.0,85,F,Minor,75,78,29,50,0,78,1,Not Found
Echoing Voices,Ocean Souls,5,2023,7,26,3234,85,672712472,137,140,132,52,,155,B,Major,45,65,49,28,5,46,35,Not Found
Rise and Shine,The Soundcasters,1,2012,11,11,2536,79,773253172,49,98,9,197,97.0,74,C,Minor,34,30,26,69,57,76,25,Not Found
Endless Journey,Night Breeze,1,2013,12,28,5133,87,732670914,58,187,113,59,72.0,97,A,Minor,57,90,4,62,52,24,49,Not Found
Through the Shadows,Neon Hearts,2,2000,1,8,531,72,284492568,112,173,115,99,,73,A#,Minor,78,70,91,76,1,37,88,Not Found
Endless Journey,Dreamweavers,2,2023,6,26,7862,105,802349935,19,72,38,43,,89,C,Major,84,27,25,98,18,4,51,Not Found
Crystal Clear,Stellar Waves,3,2019,4,12,5214,195,295169648,31,165,47,80,71.0,76,A#,Minor,88,56,74,26,22,28,77,Not Found
Stellar Glow,Dreamweavers,4,2022,10,8,5006,185,85340473,119,143,25,86,,72,G,Major,16,79,74,90,7,100,78,Not Found
Endless Journey,Midnight Skies,2,2018,9,13,7618,60,582368026,6,38,139,199,,197,C,Minor,88,44,50,48,39,73,74,Not Found
Endless Journey,Echo Dreamers,5,2011,10,17,5285,22,954898133,36,9,31,181,111.0,196,A,Minor,25,27,75,10,60,32,88,Not Found
Waves of Time,The Wanderers,2,2010,10,8,7631,45,934139747,48,127,124,187,16.0,179,E,Major,28,64,95,12,86,68,89,Not Found
Whispers of the Wind,Ocean Souls,4,2003,5,26,6397,130,703444677,100,131,77,140,113.0,92,C#,Major,44,75,77,36,68,24,12,Not Found
Through the Shadows,Ocean Souls,3,2014,3,20,7505,22,378959183,143,88,16,176,,187,C,Major,75,60,41,78,39,0,10,Not Found
Whispers of the Wind,Night Breeze,5,2022,1,26,2681,74,966310233,59,70,120,144,,65,C,Major,38,41,78,27,79,76,41,Not Found
Through the Shadows,Golden Skies,2,2023,6,15,4354,52,153068242,7,70,34,36,125.0,171,B,Major,79,16,51,84,44,48,32,Not Found
Sunset Boulevard,The Shifters,4,2011,9,7,7529,160,476409220,149,74,125,22,105.0,133,A#,Minor,28,50,84,44,16,5,90,Not Found
Sunset Boulevard,Echo Dreamers,2,2001,12,14,7742,174,968874991,25,53,63,163,,93,C#,Major,73,30,29,9,85,64,80,Not Found
Fading Lights,Midnight Skies,2,2012,8,26,5356,190,353544546,86,170,26,71,,129,D,Major,7,39,69,87,69,20,36,Not Found
Beyond the Horizon,Mystic Tides,3,2020,6,18,5247,189,336973339,146,23,110,67,43.0,151,C#,Major,46,64,28,87,38,90,85,Not Found
Beyond the Horizon,Aurora,1,2013,5,26,4197,96,513235348,60,174,32,113,,83,A,Major,45,51,53,70,76,39,17,Not Found
Chasing Dreams,The Soundcasters,1,2003,5,11,5525,28,730869977,94,119,87,97,124.0,111,F,Major,31,34,6,49,54,89,19,Not Found
Blinding Lights,Crystal Sands,1,2000,2,19,5378,68,147120961,101,43,15,200,53.0,118,B,Minor,1,47,23,62,95,45,23,Not Found
Lost in the Stars,Night Breeze,5,2017,8,1,5533,118,526758331,63,133,138,65,18.0,156,G,Major,75,51,76,66,82,33,77,Not Found
Blinding Lights,The Shifters,5,2008,3,26,3078,39,509416330,97,87,93,118,98.0,186,F,Major,20,30,85,20,72,9,2,Not Found
Whispers of the Wind,Silver Lines,4,2014,11,26,2842,95,832855023,147,8,125,185,,123,D,Minor,95,36,59,94,43,0,5,Not Found
Whispers of the Wind,Velvet Echo,3,2020,5,12,4046,121,171813510,45,83,27,4,,89,B,Minor,70,68,98,38,82,45,63,Not Found
Endless Journey,The Shifters,3,2011,12,22,354,31,508125753,133,75,3,42,,64,E,Major,88,78,37,30,54,28,95,Not Found
Beyond the Horizon,Aurora,3,2020,12,5,5379,116,435340781,90,91,90,173,,106,D,Minor,48,21,68,40,49,3,80,Not Found
Stellar Glow,The Vibes,2,2001,2,11,7193,21,281768686,144,54,28,174,,127,C,Major,80,5,99,74,72,0,48,Not Found
Beyond the Horizon,The Vibes,3,2023,4,10,4524,186,15419466,67,153,96,82,56.0,134,A#,Minor,57,65,69,57,38,72,1,Not Found
Fading Lights,Velvet Echo,1,2006,12,16,5479,85,946995724,70,176,117,194,89.0,179,B,Major,30,10,57,83,62,41,66,Not Found
Echoing Voices,Neon Hearts,2,2020,8,4,4763,60,429071471,93,181,74,135,119.0,180,D,Major,70,20,49,68,99,76,98,Not Found
Echoing Voices,Velvet Echo,2,2011,10,3,6786,100,658889562,9,169,103,164,66.0,199,C,Major,44,42,40,21,70,28,20,Not Found
Echoing Voices,Ocean Souls,5,2014,3,5,426,99,370576863,71,113,59,165,66.0,132,G,Major,95,18,75,9,99,94,28,Not Found
Echoing Voices,Stellar Waves,2,2019,12,24,1026,127,185388254,21,148,72,70,105.0,125,A#,Minor,91,100,75,54,15,48,76,Not Found
Sunset Boulevard,Golden Skies,1,2022,9,21,4700,30,581986353,27,65,123,93,7.0,143,A#,Minor,20,41,30,17,93,4,65,Not Found
Whispers of the Wind,Silver Lines,2,2021,5,27,4819,25,83929625,42,90,74,129,,146,E,Major,14,65,4,40,6,75,74,Not Found
Fading Lights,The Soundcasters,2,2020,3,27,57,9,414838187,1,100,104,124,,81,A,Minor,37,29,68,86,84,11,57,Not Found
Beyond the Horizon,Silver Lines,2,2002,4,13,2660,80,435483212,34,5,84,88,,194,E,Major,43,50,20,51,25,56,91,Not Found
Rhythms of the Night,Echo Dreamers,1,2021,6,10,1351,34,810528081,7,10,112,106,,62,F,Major,46,56,44,64,72,17,20,Not Found
Endless Journey,The Soundcasters,5,2008,8,28,978,4,708029727,117,4,81,35,141.0,120,C#,Major,0,95,23,74,40,28,29,Not Found
Lost in the Stars,Crystal Sands,1,2020,11,8,3985,56,298906324,76,51,137,192,106.0,175,A#,Minor,60,51,1,39,63,50,15,Not Found
Sunset Boulevard,Midnight Skies,3,2014,12,20,2587,37,518914220,78,58,25,199,,70,A#,Minor,9,91,88,71,22,66,68,Not Found
Neon Reflections,The Shifters,5,2001,9,20,5562,107,217946365,5,107,79,50,,135,C#,Minor,31,3,3,33,75,10,13,Not Found
Echoing Voices,The Soundcasters,3,2010,10,10,3731,62,257106885,58,133,132,179,,162,C,Minor,56,18,0,96,90,54,15,Not Found
Chasing Dreams,Neon Hearts,2,2022,8,26,4684,127,114411490,80,111,58,110,137.0,64,F,Major,27,12,51,16,53,74,75,Not Found
Fading Lights,Echo Dreamers,4,2010,12,6,2696,86,30185698,45,150,147,84,2.0,175,A,Minor,16,13,35,66,19,95,41,Not Found
Rhythms of the Night,Golden Skies,4,2009,5,22,1207,41,781643646,2,16,117,92,,156,B,Minor,39,89,81,57,25,67,62,Not Found
Beyond the Horizon,Night Breeze,5,2020,12,21,2564,17,156344307,147,114,145,122,,118,A#,Minor,75,79,50,57,99,30,14,Not Found
Through the Shadows,Blue Moon,2,2010,5,19,5345,14,958441566,45,151,69,124,47.0,142,C,Minor,0,88,86,11,60,63,81,Not Found
Whispers of the Wind,Echo Dreamers,3,2017,4,2,3542,40,688615585,35,142,122,102,,103,G,Major,88,1,30,11,72,98,70,Not Found
Blinding Lights,The Soundcasters,3,2005,9,2,5859,13,971899356,126,64,65,106,34.0,169,C,Minor,9,33,33,76,54,30,18,Not Found
Heartbeats in Silence,Ocean Souls,3,2017,12,20,275,143,777476596,65,87,24,44,,79,E,Minor,86,13,72,63,99,45,60,Not Found
Chasing Dreams,Golden Skies,3,2021,6,4,6214,7,791411667,113,65,4,29,,178,C,Minor,23,29,23,55,24,25,48,Not Found
Lost in the Stars,Stellar Waves,3,2022,10,3,1343,133,866039762,47,127,38,152,,178,C,Major,31,52,7,97,18,3,9,Not Found
Blinding Lights,The Vibes,5,2001,12,25,7568,53,533745087,143,5,30,153,,66,A,Minor,2,50,6,86,79,49,67,Not Found
Dreaming Awake,Aurora,4,2010,12,16,720,113,24537409,2,118,96,168,100.0,78,A,Minor,69,55,23,6,40,8,0,Not Found
Endless Journey,The Echoes,3,2019,4,23,4709,184,878232542,19,198,80,199,,96,A,Major,26,53,29,45,62,55,41,Not Found
Blinding Lights,Aurora,3,2020,10,15,263,135,584309455,29,158,98,64,,166,E,Major,4,24,54,23,45,23,69,Not Found
Chasing Dreams,The Vibes,5,2012,3,28,3697,17,256553156,5,121,22,13,138.0,77,A#,Major,69,1,26,41,9,33,27,Not Found
Beyond the Horizon,The Soundcasters,4,2000,8,28,5896,165,835923967,26,165,88,122,136.0,87,A,Major,52,46,5,94,11,68,100,Not Found
Beyond the Horizon,Velvet Echo,1,2021,10,2,6133,45,966580362,59,30,55,38,,121,E,Minor,4,92,80,32,38,6,71,Not Found
Fading Lights,Stellar Waves,4,2004,11,27,135,155,439017914,44,31,97,117,,159,F,Minor,67,49,62,95,36,12,47,Not Found
Chasing Dreams,The Wanderers,2,2021,5,3,7970,80,156354712,119,188,116,140,,89,G,Minor,59,43,44,93,52,76,1,Not Found
Crystal Clear,The Wanderers,5,2009,7,25,93,172,326148035,6,52,59,67,,73,C#,Major,99,48,85,37,95,28,36,Not Found
Echoing Voices,Velvet Echo,2,2007,1,2,3965,99,632344478,104,58,75,108,111.0,166,B,Major,28,58,39,90,98,70,57,Not Found
Heartbeats in Silence,The Soundcasters,3,2018,3,12,5189,64,769377299,93,111,69,144,,87,G,Major,44,9,23,27,57,23,46,Not Found
Waves of Time,Dreamweavers,5,2022,7,15,1193,148,587779158,17,27,103,61,,66,G,Minor,84,83,77,17,26,58,47,Not Found
Lost in the Stars,Silver Lines,1,2002,9,12,5273,85,778479816,141,74,56,19,67.0,191,A#,Minor,5,83,76,97,62,70,41,Not Found
Chasing Dreams,The Shifters,5,2018,10,22,3573,41,665004834,133,152,65,183,148.0,94,C#,Major,4,28,61,94,61,64,93,Not Found
Sunset Boulevard,Blue Moon,2,2004,12,25,4013,18,136270205,31,3,134,111,0.0,82,D,Minor,79,61,98,87,9,88,76,Not Found
Neon Reflections,Blue Moon,5,2014,8,13,3179,183,608567551,97,105,93,185,13.0,148,F,Major,72,51,59,39,55,36,65,Not Found
Whispers of the Wind,The Shifters,4,2023,3,20,5365,73,834383129,91,170,114,135,100.0,94,F,Major,19,15,92,74,50,69,1,Not Found
Rise and Shine,Silver Lines,2,2000,10,5,4243,107,506185885,5,170,107,193,,155,A,Minor,83,26,85,84,35,97,73,Not Found
Heartbeats in Silence,Lunar Drift,4,2005,3,10,3856,56,951425180,107,88,123,104,,137,B,Minor,74,46,95,33,57,83,78,Not Found
Fading Lights,Blue Moon,2,2014,6,22,2574,72,439210815,71,6,133,170,46.0,101,G,Minor,1,53,27,27,4,27,7,Not Found
Echoing Voices,Mystic Tides,4,2015,10,27,6175,129,98979012,33,118,24,171,,100,C#,Major,8,18,17,98,16,7,20,Not Found
Sunset Boulevard,Golden Skies,5,2001,3,19,652,14,625880151,91,18,131,143,18.0,141,A#,Major,99,45,43,56,33,37,100,Not Found
Stellar Glow,Mystic Tides,1,2006,5,3,2391,167,709734218,148,152,57,186,142.0,81,A,Minor,59,3,10,92,92,36,45,Not Found
Golden Hour,The Shifters,5,2016,3,28,1429,172,838205479,31,70,69,99,96.0,66,A,Major,63,76,59,33,31,76,23,Not Found
Dreaming Awake,Ocean Souls,4,2003,7,18,5862,22,468094184,5,171,83,41,,199,B,Major,14,12,89,14,88,96,85,Not Found
Crystal Clear,Golden Skies,5,2015,12,19,2219,62,174697422,147,108,94,114,9.0,132,A,Major,64,99,66,72,64,81,45,Not Found
Into the Night,Night Breeze,4,2023,4,11,4433,10,582599245,120,123,52,184,97.0,185,F,Major,89,27,34,23,62,39,83,Not Found
Dreaming Awake,Crystal Sands,4,2006,1,4,3511,84,795456229,17,84,88,75,42.0,157,B,Major,18,44,53,49,91,43,71,Not Found
Golden Hour,Lunar Drift,1,2015,9,2,6769,58,200889191,5,133,139,39,,81,G,Minor,70,8,26,42,94,19,37,Not Found
Beyond the Horizon,Mystic Tides,1,2001,12,12,5391,159,229191636,77,38,1,198,,74,A,Major,64,98,54,17,5,41,89,Not Found
Through the Shadows,The Wildfires,4,2023,6,2,1085,109,796198827,121,52,114,159,67.0,116,G,Minor,75,28,57,26,63,71,36,Not Found
Through the Shadows,The Echoes,3,2016,6,5,985,22,691718650,112,64,7,30,,118,C#,Major,11,48,21,53,1,19,61,Not Found
Whispers of the Wind,Night Breeze,1,2018,9,19,1959,167,340395351,87,98,77,135,47.0,175,G,Minor,76,72,48,79,8,60,95,Not Found
Blinding Lights,Blue Moon,3,2004,11,22,1705,2,810722440,107,21,113,3,,129,F,Minor,55,82,24,52,47,32,25,Not Found
Heartbeats in Silence,The Shifters,5,2001,4,7,459,154,664964636,70,67,47,73,125.0,128,D,Major,99,53,13,6,89,80,0,Not Found
Silent Echo,Silver Lines,3,2007,11,22,6035,174,102668354,136,52,120,79,,147,A#,Minor,39,72,51,37,22,80,89,Not Found
Sunset Boulevard,Echo Dreamers,5,2010,9,2,3938,93,727736356,102,87,67,197,115.0,153,A,Minor,0,66,9,58,7,15,55,Not Found
Through the Shadows,Blue Moon,2,2011,2,13,3368,176,952471660,84,27,114,49,,65,A#,Minor,23,65,17,16,64,55,56,Not Found
Heartbeats in Silence,The Soundcasters,2,2000,4,4,7665,26,398342677,88,93,33,53,,111,A#,Major,97,28,53,54,94,29,20,Not Found
Fading Lights,Stellar Waves,1,2021,10,21,1276,25,530734025,116,124,54,160,,97,B,Minor,43,37,96,10,19,83,2,Not Found
Dreaming Awake,Stellar Waves,1,2009,2,10,258,112,921507363,149,173,84,89,1.0,169,A#,Minor,85,80,36,24,97,31,42,Not Found
Into the Night,Neon Hearts,2,2003,1,22,5116,9,91576071,28,105,123,71,,193,F,Minor,86,63,59,53,50,8,57,Not Found
Endless Journey,Echo Dreamers,4,2019,11,18,2496,98,217087867,12,119,84,196,,63,A,Major,58,92,24,1,40,96,92,Not Found
Into the Night,The Wildfires,1,2004,8,4,561,184,845482205,13,98,127,10,97.0,151,F,Major,39,19,73,94,0,65,17,Not Found
Through the Shadows,Dreamweavers,1,2004,11,17,4372,17,886579252,37,168,84,139,116.0,62,A,Minor,46,47,66,15,40,59,78,Not Found
Dreaming Awake,Neon Hearts,3,2015,4,11,2708,51,829551254,53,185,39,105,,103,G,Minor,70,14,12,27,32,75,21,Not Found
Neon Reflections,Midnight Skies,4,2010,1,11,1954,95,748185725,75,190,74,88,66.0,155,C#,Minor,83,93,72,23,51,27,7,Not Found
Waves of Time,Ocean Souls,4,2007,9,9,3908,181,235384227,78,81,85,88,108.0,184,A,Minor,35,95,27,53,70,16,23,Not Found
Rise and Shine,The Echoes,5,2001,8,8,3311,98,897588568,5,69,74,151,87.0,179,C,Major,35,19,46,38,16,74,57,Not Found
Golden Hour,The Wildfires,3,2005,3,11,5105,177,772008413,110,133,24,184,86.0,192,F,Major,28,5,16,54,2,7,72,Not Found
Rise and Shine,Mystic Tides,5,2014,11,17,1793,53,145706305,8,43,47,22,120.0,192,D,Major,12,34,75,92,74,82,84,Not Found
Eternal Glow,Lunar Drift,4,2010,4,14,3762,165,576590954,7,18,137,16,21.0,88,B,Major,63,47,74,94,77,21,52,Not Found
Blinding Lights,Aurora,1,2018,9,20,3191,72,869178411,31,43,113,68,,63,D,Major,5,22,52,25,82,48,23,Not Found
Heartbeats in Silence,Solar Glow,1,2006,7,5,3872,197,954862191,106,120,135,148,,106,E,Minor,9,84,94,9,60,1,13,Not Found
Echoing Voices,Night Breeze,1,2019,1,12,3566,194,452645230,126,61,149,110,,88,C,Minor,42,45,66,61,85,34,27,Not Found
Eternal Glow,Solar Glow,4,2020,12,2,3581,6,947388358,137,6,141,113,1.0,170,A,Minor,29,72,87,41,78,57,20,Not Found
Beyond the Horizon,Night Breeze,4,2008,8,2,4889,159,402293733,104,91,66,69,,116,A#,Major,49,88,7,82,95,50,58,Not Found
Rise and Shine,Aurora,2,2005,4,14,7919,47,990715372,61,163,7,74,,135,E,Major,41,7,46,99,56,74,88,Not Found
Sunset Boulevard,The Echoes,5,2008,3,8,2149,63,390214862,54,52,1,138,60.0,185,C,Minor,100,11,92,100,80,19,55,Not Found
Fading Lights,The Shifters,2,2023,10,17,414,111,139749374,68,58,101,32,67.0,197,C,Major,49,13,37,15,73,82,12,Not Found
Chasing Dreams,Stellar Waves,1,2015,10,21,6123,77,376774237,95,172,56,171,,194,B,Minor,22,99,93,48,54,47,22,Not Found
Through the Shadows,Aurora,1,2015,5,11,1851,20,58745083,64,141,119,163,,70,A#,Minor,62,35,79,62,29,51,6,Not Found
Waves of Time,Silver Lines,1,2015,10,18,2639,186,471244342,69,58,120,176,,183,G,Major,40,98,56,77,38,31,42,Not Found
Stellar Glow,Neon Hearts,1,2006,9,12,712,195,184316914,6,57,65,112,49.0,161,C#,Major,88,49,69,1,8,87,30,Not Found
Beyond the Horizon,Night Breeze,3,2003,3,2,7185,44,37591526,28,187,48,6,34.0,139,A#,Major,54,14,80,77,57,98,35,Not Found
Rise and Shine,The Vibes,4,2004,9,12,4179,129,334482671,149,17,24,38,,172,G,Minor,37,55,57,43,10,37,63,Not Found
Stellar Glow,Night Breeze,2,2012,11,13,7964,157,172637092,121,89,5,72,69.0,119,B,Major,2,73,52,16,75,67,27,Not Found
Eternal Glow,Crystal Sands,1,2009,10,19,751,141,845764812,119,197,130,196,55.0,186,A#,Minor,24,59,96,19,91,4,45,Not Found
Dreaming Awake,Lunar Drift,5,2006,10,8,6827,18,891716365,146,70,113,21,,200,A#,Minor,17,68,45,70,2,99,50,Not Found
Rise and Shine,Silver Lines,5,2008,4,9,6647,81,980028901,65,32,117,95,97.0,113,A,Major,59,40,60,60,74,91,56,Not Found
Silent Echo,Dreamweavers,5,2010,12,24,2787,152,559166259,35,192,98,157,112.0,169,B,Major,69,28,84,91,98,10,39,Not Found
Dreaming Awake,Ocean Souls,2,2012,5,21,6559,51,969374479,69,161,11,172,,85,B,Major,35,79,48,3,76,42,82,Not Found
Crystal Clear,The Soundcasters,1,2009,8,1,7804,115,474185245,38,110,27,50,,77,C#,Minor,52,69,54,19,90,63,28,Not Found
Golden Hour,The Wanderers,3,2018,1,4,5059,162,702549745,126,52,92,182,87.0,190,E,Major,37,85,7,63,22,86,36,Not Found
Rhythms of the Night,The Vibes,4,2010,1,11,1422,43,57077890,104,171,129,32,,131,E,Minor,37,86,17,8,21,21,67,Not Found
Silent Echo,Night Breeze,1,2021,3,5,5239,167,427059734,5,59,102,57,,95,C,Minor,32,94,61,10,22,47,49,Not Found
Whispers of the Wind,Lunar Drift,2,2023,4,1,3951,106,843474077,97,178,60,58,,60,C#,Major,44,80,28,23,45,77,23,Not Found
Lost in the Stars,The Echoes,4,2008,2,2,2504,94,374865423,20,21,129,79,116.0,77,E,Minor,43,28,81,87,100,14,26,Not Found
Crystal Clear,Dreamweavers,3,2011,3,12,3357,152,133234280,123,98,39,39,15.0,118,C,Minor,28,59,66,79,76,83,2,Not Found
Whispers of the Wind,The Wildfires,2,2014,11,16,1145,194,740817970,24,48,45,103,,166,A#,Major,84,69,89,63,28,0,22,Not Found
Silent Echo,Midnight Skies,5,2016,10,14,1071,144,767072898,142,12,134,196,99.0,169,C#,Major,100,84,52,41,65,50,54,Not Found
Rise and Shine,The Soundcasters,2,2021,3,17,3856,114,124964639,124,92,39,76,34.0,195,D,Major,10,60,9,79,75,7,10,Not Found
Beyond the Horizon,The Shifters,5,2019,12,25,7657,77,562926556,3,188,71,160,121.0,171,B,Major,74,70,56,25,6,17,29,Not Found
Echoing Voices,Golden Skies,5,2021,7,10,3441,17,467356388,146,8,107,0,,199,A#,Major,48,57,41,93,44,50,70,Not Found
Golden Hour,Mystic Tides,5,2016,12,11,1294,120,891426486,67,92,123,190,,111,B,Major,2,73,87,100,26,55,79,Not Found
Beyond the Horizon,Mystic Tides,1,2017,8,25,6818,20,317107122,57,163,112,40,,150,A#,Major,26,96,82,53,83,42,93,Not Found
Rise and Shine,The Soundcasters,1,2011,4,7,4973,197,671739632,98,21,59,194,105.0,150,F,Major,86,96,47,67,23,36,84,Not Found
Neon Reflections,The Echoes,2,2005,5,19,1160,121,326795350,97,188,21,92,,74,G,Major,59,8,56,4,76,87,34,Not Found
Blinding Lights,The Echoes,1,2010,9,12,7448,192,961342184,140,96,71,70,,63,D,Major,30,24,53,14,49,71,16,Not Found
Waves of Time,Ocean Souls,4,2022,10,15,1615,77,347441340,140,82,119,47,5.0,126,C#,Major,93,23,2,59,52,71,28,Not Found
Heartbeats in Silence,The Wildfires,3,2018,8,5,5017,11,613856947,109,22,149,16,,108,F,Major,91,34,94,33,22,74,70,Not Found
Whispers of the Wind,The Shifters,1,2010,1,18,4057,168,751361323,53,170,15,134,,76,C#,Major,60,78,24,31,18,18,66,Not Found
Whispers of the Wind,Aurora,1,2003,10,5,3523,6,134033753,34,87,66,131,,120,A#,Major,60,87,21,100,61,79,54,Not Found
Blinding Lights,Mystic Tides,1,2011,8,18,5106,19,264320875,45,26,40,122,81.0,124,B,Major,45,76,57,15,77,38,92,Not Found
Blinding Lights,Ocean Souls,3,2005,8,13,7370,125,680219620,53,24,84,33,122.0,94,E,Major,49,62,76,45,22,24,35,Not Found
Beyond the Horizon,The Echoes,5,2015,7,27,2701,109,709366843,62,174,142,21,,61,C,Minor,9,57,68,32,33,52,15,Not Found
Echoing Voices,Crystal Sands,2,2016,6,28,7581,53,730618912,32,101,14,155,,125,E,Major,29,25,45,71,6,49,51,Not Found
Sunset Boulevard,The Vibes,4,2011,12,20,3977,129,634238170,57,158,76,84,,165,C,Major,49,69,93,77,59,40,36,Not Found
Waves of Time,The Shifters,1,2007,7,22,5291,87,710460095,72,41,53,140,,125,G,Major,46,83,48,53,55,73,82,Not Found
Neon Reflections,Echo Dreamers,1,2023,11,19,2217,151,907049912,145,169,101,74,,183,F,Major,16,62,46,92,73,69,79,Not Found
Neon Reflections,The Vibes,4,2000,7,23,7122,24,890582415,59,116,41,72,,134,B,Minor,81,53,29,6,27,91,12,Not Found
Lost in the Stars,Crystal Sands,1,2008,12,19,4035,90,840686932,40,198,84,45,,181,F,Minor,9,59,89,95,79,72,80,Not Found
Sunset Boulevard,Neon Hearts,3,2023,6,28,6235,199,9423511,5,186,81,196,46.0,137,C,Major,88,92,12,23,81,2,31,Not Found
Blinding Lights,The Shifters,5,2000,5,19,4361,165,597556995,124,118,55,197,94.0,117,A#,Major,74,11,36,86,14,83,37,Not Found
Chasing Dreams,Echo Dreamers,5,2019,10,26,1147,151,395527904,11,159,45,174,69.0,70,C#,Minor,81,8,72,43,24,65,91,Not Found
Eternal Glow,The Wanderers,4,2003,7,18,4276,176,169947619,124,165,72,87,61.0,153,E,Minor,21,41,48,4,11,89,33,Not Found
Fading Lights,Silver Lines,5,2016,9,26,4425,63,55442452,134,180,77,181,86.0,80,A,Minor,89,76,1,68,88,50,83,Not Found
